beta_0,gamma_0,energy
0.0,0.0,-0.20136735952674817
0.0,0.03149466319388264,-0.20136735952674822
0.0,0.06298932638776528,-0.2013673595267482
0.0,0.09448398958164791,-0.20136735952674814
0.0,0.12597865277553055,-0.20136735952674828
0.0,0.1574733159694132,-0.2013673595267482
0.0,0.18896797916329583,-0.2013673595267481
0.0,0.22046264235717847,-0.20136735952674825
0.0,0.2519573055510611,-0.20136735952674814
0.0,0.2834519687449437,-0.2013673595267482
0.0,0.3149466319388264,-0.20136735952674836
0.0,0.34644129513270905,-0.20136735952674825
0.0,0.37793595832659166,-0.20136735952674822
0.0,0.40943062152047427,-0.2013673595267482
0.0,0.44092528471435694,-0.20136735952674817
0.0,0.4724199479082396,-0.2013673595267483
0.0,0.5039146111021222,-0.2013673595267483
0.0,0.5354092742960048,-0.2013673595267482
0.0,0.5669039374898874,-0.2013673595267483
0.0,0.5983986006837702,-0.20136735952674814
0.0,0.6298932638776528,-0.20136735952674825
0.0,0.6613879270715354,-0.20136735952674825
0.0,0.6928825902654181,-0.20136735952674828
0.0,0.7243772534593007,-0.20136735952674828
0.0,0.7558719166531833,-0.20136735952674825
0.0,0.7873665798470659,-0.20136735952674817
0.0,0.8188612430409485,-0.20136735952674825
0.0,0.8503559062348313,-0.20136735952674822
0.0,0.8818505694287139,-0.2013673595267482
0.0,0.9133452326225965,-0.2013673595267482
0.0,0.9448398958164792,-0.20136735952674825
0.0,0.9763345590103618,-0.20136735952674834
0.0,1.0078292222042444,-0.20136735952674825
0.0,1.039323885398127,-0.2013673595267483
0.0,1.0708185485920096,-0.20136735952674817
0.0,1.1023132117858923,-0.2013673595267481
0.0,1.1338078749797749,-0.2013673595267483
0.0,1.1653025381736577,-0.20136735952674814
0.0,1.1967972013675403,-0.20136735952674834
0.0,1.228291864561423,-0.20136735952674822
0.0,1.2597865277553055,-0.2013673595267482
0.0,1.2912811909491881,-0.20136735952674825
0.0,1.3227758541430708,-0.2013673595267482
0.0,1.3542705173369534,-0.20136735952674817
0.0,1.3857651805308362,-0.20136735952674817
0.0,1.4172598437247188,-0.20136735952674822
0.0,1.4487545069186014,-0.2013673595267483
0.0,1.480249170112484,-0.20136735952674817
0.0,1.5117438333063666,-0.2013673595267482
0.0,1.5432384965002492,-0.2013673595267482
0.0,1.5747331596941319,-0.2013673595267482
0.0,1.6062278228880145,-0.20136735952674825
0.0,1.637722486081897,-0.20136735952674822
0.0,1.66921714927578,-0.2013673595267482
0.0,1.7007118124696625,-0.2013673595267482
0.0,1.7322064756635451,-0.2013673595267483
0.0,1.7637011388574277,-0.20136735952674842
0.0,1.7951958020513104,-0.20136735952674825
0.0,1.826690465245193,-0.20136735952674825
0.0,1.8581851284390756,-0.20136735952674825
0.0,1.8896797916329584,-0.20136735952674825
0.0,1.921174454826841,-0.2013673595267482
0.0,1.9526691180207236,-0.20136735952674822
0.0,1.9841637812146062,-0.20136735952674822
0.0,2.015658444408489,-0.20136735952674828
0.0,2.0471531076023717,-0.20136735952674817
0.0,2.078647770796254,-0.2013673595267482
0.0,2.110142433990137,-0.20136735952674817
0.0,2.1416370971840193,-0.20136735952674825
0.0,2.173131760377902,-0.2013673595267483
0.0,2.2046264235717845,-0.20136735952674825
0.0,2.2361210867656673,-0.20136735952674836
0.0,2.2676157499595497,-0.20136735952674825
0.0,2.2991104131534326,-0.2013673595267482
0.0,2.3306050763473154,-0.20136735952674825
0.0,2.362099739541198,-0.2013673595267483
0.0,2.3935944027350806,-0.20136735952674842
0.0,2.425089065928963,-0.20136735952674825
0.0,2.456583729122846,-0.20136735952674836
0.0,2.4880783923167282,-0.20136735952674825
0.0,2.519573055510611,-0.20136735952674825
0.0,2.551067718704494,-0.2013673595267482
0.0,2.5825623818983763,-0.20136735952674834
0.0,2.614057045092259,-0.20136735952674834
0.0,2.6455517082861415,-0.20136735952674825
0.0,2.6770463714800243,-0.20136735952674817
0.0,2.7085410346739067,-0.20136735952674825
0.0,2.7400356978677896,-0.20136735952674828
0.0,2.7715303610616724,-0.20136735952674825
0.0,2.8030250242555548,-0.20136735952674825
0.0,2.8345196874494376,-0.2013673595267483
0.0,2.86601435064332,-0.2013673595267483
0.0,2.897509013837203,-0.20136735952674817
0.0,2.929003677031085,-0.20136735952674817
0.0,2.960498340224968,-0.2013673595267484
0.0,2.9919930034188504,-0.2013673595267482
0.0,3.0234876666127333,-0.20136735952674822
0.0,3.054982329806616,-0.20136735952674828
0.0,3.0864769930004985,-0.20136735952674814
0.0,3.1179716561943813,-0.20136735952674814
0.0,3.1494663193882637,-0.2013673595267482
0.0,3.1809609825821465,-0.20136735952674834
0.0,3.212455645776029,-0.20136735952674825
0.0,3.2439503089699118,-0.2013673595267482
0.0,3.275444972163794,-0.20136735952674825
0.0,3.306939635357677,-0.20136735952674825
0.0,3.33843429855156,-0.2013673595267482
0.0,3.369928961745442,-0.20136735952674825
0.0,3.401423624939325,-0.20136735952674825
0.0,3.4329182881332074,-0.2013673595267482
0.0,3.4644129513270903,-0.20136735952674817
0.0,3.4959076145209727,-0.2013673595267483
0.0,3.5274022777148555,-0.20136735952674828
0.0,3.5588969409087383,-0.20136735952674825
0.0,3.5903916041026207,-0.20136735952674817
0.0,3.6218862672965035,-0.20136735952674817
0.0,3.653380930490386,-0.20136735952674825
0.0,3.6848755936842688,-0.20136735952674814
0.0,3.716370256878151,-0.2013673595267483
0.0,3.747864920072034,-0.20136735952674822
0.0,3.779359583265917,-0.20136735952674825
0.0,3.810854246459799,-0.2013673595267482
0.0,3.842348909653682,-0.20136735952674822
0.0,3.8738435728475644,-0.2013673595267482
0.0,3.9053382360414473,-0.2013673595267482
0.0,3.9368328992353296,-0.20136735952674825
0.0,3.9683275624292125,-0.20136735952674817
0.0,3.999822225623095,-0.20136735952674817
0.0,4.031316888816978,-0.2013673595267483
0.0,4.06281155201086,-0.2013673595267482
0.0,4.094306215204743,-0.2013673595267482
0.0,4.125800878398626,-0.20136735952674822
0.0,4.157295541592508,-0.20136735952674822
0.0,4.1887902047863905,-0.20136735952674836
0.0,4.220284867980274,-0.20136735952674825
0.0,4.251779531174156,-0.20136735952674836
0.0,4.283274194368039,-0.20136735952674822
0.0,4.314768857561922,-0.20136735952674825
0.0,4.346263520755804,-0.20136735952674825
0.0,4.377758183949687,-0.20136735952674828
0.0,4.409252847143569,-0.2013673595267482
0.0,4.440747510337452,-0.2013673595267483
0.0,4.472242173531335,-0.20136735952674822
0.0,4.503736836725217,-0.2013673595267483
0.0,4.5352314999190995,-0.2013673595267482
0.0,4.566726163112983,-0.20136735952674825
0.0,4.598220826306865,-0.20136735952674825
0.0,4.6297154895007475,-0.2013673595267482
0.0,4.661210152694631,-0.20136735952674842
0.0,4.692704815888513,-0.20136735952674828
0.0,4.724199479082396,-0.2013673595267482
0.0,4.755694142276278,-0.20136735952674825
0.0,4.787188805470161,-0.20136735952674817
0.0,4.818683468664044,-0.20136735952674822
0.0,4.850178131857926,-0.20136735952674822
0.0,4.881672795051809,-0.2013673595267482
0.0,4.913167458245692,-0.20136735952674809
0.0,4.944662121439574,-0.20136735952674825
0.0,4.9761567846334565,-0.2013673595267482
0.0,5.00765144782734,-0.2013673595267482
0.0,5.039146111021222,-0.2013673595267483
0.0,5.0706407742151045,-0.2013673595267484
0.0,5.102135437408988,-0.20136735952674825
0.0,5.13363010060287,-0.20136735952674828
0.0,5.165124763796753,-0.2013673595267483
0.0,5.196619426990635,-0.20136735952674822
0.0,5.228114090184518,-0.20136735952674814
0.0,5.259608753378401,-0.20136735952674825
0.0,5.291103416572283,-0.2013673595267482
0.0,5.322598079766166,-0.2013673595267482
0.0,5.354092742960049,-0.2013673595267482
0.0,5.385587406153931,-0.2013673595267482
0.0,5.4170820693478134,-0.2013673595267483
0.0,5.448576732541697,-0.20136735952674834
0.0,5.480071395735579,-0.20136735952674836
0.0,5.5115660589294615,-0.20136735952674828
0.0,5.543060722123345,-0.20136735952674825
0.0,5.574555385317227,-0.2013673595267482
0.0,5.6060500485111096,-0.20136735952674828
0.0,5.637544711704992,-0.20136735952674828
0.0,5.669039374898875,-0.2013673595267483
0.0,5.700534038092758,-0.20136735952674825
0.0,5.73202870128664,-0.2013673595267483
0.0,5.763523364480522,-0.20136735952674825
0.0,5.795018027674406,-0.20136735952674825
0.0,5.826512690868288,-0.20136735952674814
0.0,5.85800735406217,-0.2013673595267483
0.0,5.889502017256054,-0.20136735952674834
0.0,5.920996680449936,-0.2013673595267483
0.0,5.9524913436438185,-0.20136735952674814
0.0,5.983986006837701,-0.2013673595267482
0.0,6.015480670031584,-0.20136735952674825
0.0,6.0469753332254665,-0.20136735952674825
0.0,6.078469996419349,-0.2013673595267483
0.0,6.109964659613232,-0.2013673595267482
0.0,6.141459322807115,-0.20136735952674822
0.0,6.172953986000997,-0.20136735952674836
0.0,6.204448649194879,-0.20136735952674822
0.0,6.235943312388763,-0.20136735952674814
0.0,6.267437975582645,-0.2013673595267483
0.0,6.298932638776527,-0.20136735952674828
0.0,6.330427301970411,-0.20136735952674822
0.0,6.361921965164293,-0.20136735952674817
0.0,6.3934166283581755,-0.2013673595267482
0.0,6.424911291552058,-0.2013673595267483
0.0,6.456405954745941,-0.20136735952674828
0.0,6.4879006179398235,-0.2013673595267482
0.0,6.519395281133706,-0.2013673595267483
0.0,6.550889944327588,-0.20136735952674822
0.0,6.582384607521472,-0.20136735952674836
0.0,6.613879270715354,-0.20136735952674814
0.0,6.645373933909236,-0.20136735952674817
0.0,6.67686859710312,-0.20136735952674814
0.0,6.708363260297002,-0.2013673595267482
0.0,6.739857923490884,-0.2013673595267482
0.0,6.771352586684767,-0.20136735952674842
0.0,6.80284724987865,-0.20136735952674825
0.0,6.8343419130725325,-0.20136735952674825
0.0,6.865836576266415,-0.20136735952674822
0.0,6.897331239460298,-0.2013673595267484
0.0,6.9288259026541805,-0.20136735952674814
0.0,6.960320565848063,-0.2013673595267482
0.0,6.991815229041945,-0.2013673595267482
0.0,7.023309892235829,-0.20136735952674825
0.0,7.054804555429711,-0.20136735952674825
0.0,7.086299218623593,-0.20136735952674825
0.0,7.117793881817477,-0.20136735952674836
0.0,7.149288545011359,-0.20136735952674825
0.0,7.180783208205241,-0.2013673595267483
0.0,7.212277871399124,-0.20136735952674825
0.0,7.243772534593007,-0.2013673595267482
0.0,7.2752671977868895,-0.2013673595267482
0.0,7.306761860980772,-0.20136735952674822
0.0,7.338256524174655,-0.20136735952674814
0.0,7.3697511873685375,-0.20136735952674825
0.0,7.40124585056242,-0.20136735952674825
0.0,7.432740513756302,-0.2013673595267482
0.0,7.464235176950186,-0.20136735952674825
0.0,7.495729840144068,-0.2013673595267482
0.0,7.52722450333795,-0.20136735952674817
0.0,7.558719166531834,-0.2013673595267483
0.0,7.590213829725716,-0.2013673595267482
0.0,7.621708492919598,-0.20136735952674822
0.0,7.653203156113481,-0.2013673595267482
0.0,7.684697819307364,-0.20136735952674825
0.0,7.7161924825012465,-0.2013673595267483
0.0,7.747687145695129,-0.20136735952674822
0.0,7.779181808889011,-0.20136735952674834
0.0,7.8106764720828945,-0.20136735952674842
0.0,7.842171135276777,-0.2013673595267482
0.0,7.873665798470659,-0.20136735952674825
0.0,7.905160461664543,-0.20136735952674822
0.0,7.936655124858425,-0.20136735952674825
0.0,7.968149788052307,-0.20136735952674822
0.0,7.99964445124619,-0.20136735952674822
0.0,8.031139114440073,-0.20136735952674825
0.0,8.062633777633955,-0.20136735952674817
0.0,8.094128440827838,-0.20136735952674822
0.0,8.12562310402172,-0.20136735952674814
0.0,8.157117767215603,-0.2013673595267482
0.0,8.188612430409487,-0.20136735952674825
0.0,8.220107093603369,-0.20136735952674828
0.0,8.251601756797251,-0.20136735952674834
0.0,8.283096419991134,-0.20136735952674836
0.0,8.314591083185016,-0.2013673595267482
0.0,8.346085746378899,-0.2013673595267482
0.0,8.377580409572781,-0.20136735952674825
0.0,8.409075072766665,-0.20136735952674814
0.0,8.440569735960548,-0.20136735952674834
0.0,8.47206439915443,-0.20136735952674836
0.0,8.503559062348312,-0.20136735952674825
