beta_0,gamma_0,energy
0.0,0.0,2.4296708968769565
0.0,0.03149466319388264,2.429670896876954
0.0,0.06298932638776528,2.429670896876954
0.0,0.09448398958164791,2.429670896876953
0.0,0.12597865277553055,2.429670896876955
0.0,0.1574733159694132,2.429670896876955
0.0,0.18896797916329583,2.4296708968769565
0.0,0.22046264235717847,2.429670896876957
0.0,0.2519573055510611,2.4296708968769565
0.0,0.2834519687449437,2.429670896876956
0.0,0.3149466319388264,2.4296708968769587
0.0,0.34644129513270905,2.4296708968769565
0.0,0.37793595832659166,2.4296708968769556
0.0,0.40943062152047427,2.429670896876956
0.0,0.44092528471435694,2.429670896876956
0.0,0.4724199479082396,2.4296708968769565
0.0,0.5039146111021222,2.429670896876957
0.0,0.5354092742960048,2.4296708968769565
0.0,0.5669039374898874,2.429670896876956
0.0,0.5983986006837702,2.4296708968769556
0.0,0.6298932638776528,2.4296708968769534
0.0,0.6613879270715354,2.429670896876956
0.0,0.6928825902654181,2.429670896876956
0.0,0.7243772534593007,2.429670896876956
0.0,0.7558719166531833,2.429670896876954
0.0,0.7873665798470659,2.4296708968769565
0.0,0.8188612430409485,2.429670896876957
0.0,0.8503559062348313,2.4296708968769547
0.0,0.8818505694287139,2.4296708968769556
0.0,0.9133452326225965,2.4296708968769565
0.0,0.9448398958164792,2.429670896876955
0.0,0.9763345590103618,2.429670896876956
0.0,1.0078292222042444,2.4296708968769565
0.0,1.039323885398127,2.429670896876956
0.0,1.0708185485920096,2.429670896876957
0.0,1.1023132117858923,2.4296708968769543
0.0,1.1338078749797749,2.4296708968769547
0.0,1.1653025381736577,2.4296708968769574
0.0,1.1967972013675403,2.429670896876957
0.0,1.228291864561423,2.429670896876958
0.0,1.2597865277553055,2.4296708968769543
0.0,1.2912811909491881,2.4296708968769547
0.0,1.3227758541430708,2.4296708968769547
0.0,1.3542705173369534,2.4296708968769543
0.0,1.3857651805308362,2.429670896876957
0.0,1.4172598437247188,2.429670896876954
0.0,1.4487545069186014,2.429670896876958
0.0,1.480249170112484,2.4296708968769543
0.0,1.5117438333063666,2.4296708968769534
0.0,1.5432384965002492,2.4296708968769565
0.0,1.5747331596941319,2.4296708968769574
0.0,1.6062278228880145,2.4296708968769574
0.0,1.637722486081897,2.429670896876956
0.0,1.66921714927578,2.429670896876956
0.0,1.7007118124696625,2.4296708968769565
0.0,1.7322064756635451,2.4296708968769574
0.0,1.7637011388574277,2.4296708968769565
0.0,1.7951958020513104,2.429670896876957
