beta_0,gamma_0,energy
0.0,0.0,-3.0
0.0,0.03149466319388264,-3.0000000000000004
0.0,0.06298932638776528,-3.0000000000000004
0.0,0.09448398958164791,-3.000000000000001
0.0,0.12597865277553055,-3.0
0.0,0.1574733159694132,-3.0
0.0,0.18896797916329583,-3.000000000000001
0.0,0.22046264235717847,-3.0
0.0,0.2519573055510611,-3.0
0.0,0.2834519687449437,-3.0
0.0,0.3149466319388264,-3.0
0.0,0.34644129513270905,-3.0000000000000004
0.0,0.37793595832659166,-3.0
0.0,0.40943062152047427,-3.0
0.0,0.44092528471435694,-3.0000000000000004
0.0,0.4724199479082396,-3.0
0.0,0.5039146111021222,-3.0000000000000004
0.0,0.5354092742960048,-2.999999999999999
0.0,0.5669039374898874,-3.0
0.0,0.5983986006837702,-3.000000000000001
0.0,0.6298932638776528,-3.0
0.0,0.6613879270715354,-3.0000000000000004
0.0,0.6928825902654181,-3.000000000000002
0.0,0.7243772534593007,-3.000000000000001
0.0,0.7558719166531833,-3.0000000000000004
0.0,0.7873665798470659,-3.0000000000000004
0.0,0.8188612430409485,-2.999999999999999
0.0,0.8503559062348313,-3.0000000000000004
0.0,0.8818505694287139,-3.0000000000000004
0.0,0.9133452326225965,-3.0
0.0,0.9448398958164792,-3.0
0.0,0.9763345590103618,-3.0
0.0,1.0078292222042444,-3.0000000000000004
0.0,1.039323885398127,-3.0
0.0,1.0708185485920096,-3.0
0.0,1.1023132117858923,-2.9999999999999996
0.0,1.1338078749797749,-3.0
0.0,1.1653025381736577,-3.0000000000000004
0.0,1.1967972013675403,-3.0
0.0,1.228291864561423,-3.0
0.0,1.2597865277553055,-3.0
0.0,1.2912811909491881,-3.0000000000000004
0.0,1.3227758541430708,-3.0000000000000004
0.0,1.3542705173369534,-2.9999999999999996
0.0,1.3857651805308362,-3.0000000000000004
0.0,1.4172598437247188,-3.0000000000000004
0.0,1.4487545069186014,-3.0
0.0,1.480249170112484,-3.0
0.0,1.5117438333063666,-3.0000000000000013
0.0,1.5432384965002492,-3.0
0.0,1.5747331596941319,-3.0
0.0,1.6062278228880145,-3.0
0.0,1.637722486081897,-3.0
0.0,1.66921714927578,-3.0
0.0,1.7007118124696625,-3.000000000000001
0.0,1.7322064756635451,-3.0
0.0,1.7637011388574277,-3.0
0.0,1.7951958020513104,-3.0
0.0,1.826690465245193,-3.0
0.0,1.8581851284390756,-2.9999999999999996
0.0,1.8896797916329584,-2.9999999999999996
0.0,1.921174454826841,-3.0000000000000004
0.0,1.9526691180207236,-2.9999999999999996
0.0,1.9841637812146062,-2.9999999999999996
0.0,2.015658444408489,-3.0
0.0,2.0471531076023717,-3.0
0.0,2.078647770796254,-2.9999999999999996
0.0,2.110142433990137,-3.0
0.0,2.1416370971840193,-3.0
0.0,2.173131760377902,-3.0
0.0,2.2046264235717845,-2.9999999999999996
0.0,2.2361210867656673,-3.0
0.0,2.2676157499595497,-3.0
0.0,2.2991104131534326,-2.999999999999999
0.0,2.3306050763473154,-3.0000000000000004
0.0,2.362099739541198,-3.000000000000001
0.0,2.3935944027350806,-2.9999999999999996
0.0,2.425089065928963,-3.0000000000000004
0.0,2.456583729122846,-3.0000000000000004
0.0,2.4880783923167282,-3.0000000000000004
0.0,2.519573055510611,-3.0000000000000004
0.0,2.551067718704494,-3.0000000000000004
0.0,2.5825623818983763,-3.0000000000000004
0.0,2.614057045092259,-3.0
0.0,2.6455517082861415,-3.0
0.0,2.6770463714800243,-3.0
0.0,2.7085410346739067,-3.0000000000000004
0.0,2.7400356978677896,-3.0
0.0,2.7715303610616724,-3.0
0.0,2.8030250242555548,-3.0000000000000004
0.0,2.8345196874494376,-3.000000000000001
0.0,2.86601435064332,-3.0
0.0,2.897509013837203,-3.0
0.0,2.929003677031085,-3.0
0.0,2.960498340224968,-3.0000000000000004
0.0,2.9919930034188504,-3.0
0.0,3.0234876666127333,-3.0000000000000004
0.0,3.054982329806616,-3.0
0.0,3.0864769930004985,-3.0
0.0,3.1179716561943813,-3.0
